"Date","storage","Reservoir"
20000101,71283,"FMD"
20000102,71181,"FMD"
20000103,71080,"FMD"
20000104,70878,"FMD"
20000105,70777,"FMD"
20000106,70575,"FMD"
20000107,70374,"FMD"
20000108,70273,"FMD"
20000109,70173,"FMD"
20000110,69972,"FMD"
20000111,70072,"FMD"
20000112,69871,"FMD"
20000113,69370,"FMD"
20000114,69171,"FMD"
20000115,69271,"FMD"
20000116,69370,"FMD"
20000117,69271,"FMD"
20000118,70072,"FMD"
20000119,70876,"FMD"
20000120,72299,"FMD"
20000121,72810,"FMD"
20000122,72912,"FMD"
20000123,72912,"FMD"
20000124,74663,"FMD"
20000125,75807,"FMD"
20000126,76329,"FMD"
20000127,76539,"FMD"
20000128,76329,"FMD"
20000129,76120,"FMD"
20000130,76120,"FMD"
20000131,75807,"FMD"
20000201,75598,"FMD"
20000202,75390,"FMD"
20000203,75494,"FMD"
20000204,75494,"FMD"
20000205,75702,"FMD"
20000206,76016,"FMD"
20000207,75807,"FMD"
20000208,75598,"FMD"
20000209,75494,"FMD"
20000210,75598,"FMD"
20000211,75911,"FMD"
20000212,76120,"FMD"
20000213,76854,"FMD"
20000214,80680,"FMD"
20000215,81868,"FMD"
20000216,82736,"FMD"
20000217,82736,"FMD"
20000218,82736,"FMD"
20000219,82736,"FMD"
20000220,82845,"FMD"
20000221,82736,"FMD"
20000222,82736,"FMD"
20000223,82627,"FMD"
20000224,82301,"FMD"
20000225,81976,"FMD"
20000226,81976,"FMD"
20000227,82519,"FMD"
20000228,82193,"FMD"
20000229,82084,"FMD"
20000301,81700,"FMD"
20000302,81300,"FMD"
20000303,81435,"FMD"
20000304,81651,"FMD"
20000305,81651,"FMD"
20000306,81327,"FMD"
20000307,81111,"FMD"
20000308,80896,"FMD"
20000309,80680,"FMD"
20000310,80358,"FMD"
20000311,80358,"FMD"
20000312,80358,"FMD"
20000313,80251,"FMD"
20000314,80144,"FMD"
20000315,80144,"FMD"
20000316,80036,"FMD"
20000317,79929,"FMD"
20000318,79715,"FMD"
20000319,80251,"FMD"
20000320,80036,"FMD"
20000321,80251,"FMD"
20000322,80358,"FMD"
20000323,80465,"FMD"
20000324,80465,"FMD"
20000325,80788,"FMD"
20000326,81111,"FMD"
20000327,81543,"FMD"
20000328,81868,"FMD"
20000329,82084,"FMD"
20000330,82301,"FMD"
20000331,82410,"FMD"
20000401,82845,"FMD"
20000402,83391,"FMD"
20000403,84267,"FMD"
20000404,85147,"FMD"
20000405,86476,"FMD"
20000406,87143,"FMD"
20000407,87813,"FMD"
20000408,89048,"FMD"
20000409,90178,"FMD"
20000410,90973,"FMD"
20000411,91887,"FMD"
20000412,92920,"FMD"
20000413,95236,"FMD"
20000414,95236,"FMD"
20000415,96405,"FMD"
20000416,98644,"FMD"
20000417,99832,"FMD"
20000418,100429,"FMD"
20000419,101147,"FMD"
20000420,101267,"FMD"
20000421,101988,"FMD"
20000422,102954,"FMD"
20000423,103802,"FMD"
20000424,104410,"FMD"
20000425,105020,"FMD"
20000426,105631,"FMD"
20000427,106736,"FMD"
20000428,107848,"FMD"
20000429,108842,"FMD"
20000430,109841,"FMD"
20000501,110720,"FMD"
20000502,111729,"FMD"
20000503,112743,"FMD"
20000504,113635,"FMD"
20000505,115045,"FMD"
20000506,115431,"FMD"
20000507,116854,"FMD"
20000508,119992,"FMD"
20000509,121447,"FMD"
20000510,122645,"FMD"
20000511,123447,"FMD"
20000512,123581,"FMD"
20000513,123581,"FMD"
20000514,123715,"FMD"
20000515,123984,"FMD"
20000516,123984,"FMD"
20000517,124253,"FMD"
20000518,124253,"FMD"
20000519,124522,"FMD"
20000520,124791,"FMD"
20000521,125196,"FMD"
20000522,125737,"FMD"
20000523,126279,"FMD"
20000524,127095,"FMD"
20000525,127504,"FMD"
20000526,127777,"FMD"
20000527,127914,"FMD"
20000528,128050,"FMD"
20000529,128324,"FMD"
20000530,128600,"FMD"
20000531,128700,"FMD"
20000601,128000,"FMD"
20000602,128050,"FMD"
20000603,127914,"FMD"
20000604,127504,"FMD"
20000605,127367,"FMD"
20000606,127095,"FMD"
20000607,126823,"FMD"
20000608,126687,"FMD"
20000609,126551,"FMD"
20000610,126143,"FMD"
20000611,125872,"FMD"
20000612,125601,"FMD"
20000613,125196,"FMD"
20000614,124926,"FMD"
20000615,124650,"FMD"
20000616,124522,"FMD"
20000617,124387,"FMD"
20000618,124387,"FMD"
20000619,124253,"FMD"
20000620,123984,"FMD"
20000621,123715,"FMD"
20000622,123581,"FMD"
20000623,123313,"FMD"
20000624,123046,"FMD"
20000625,122778,"FMD"
20000626,122378,"FMD"
20000627,121979,"FMD"
20000628,121580,"FMD"
20000629,121049,"FMD"
20000630,120785,"FMD"
20000701,120520,"FMD"
20000702,120388,"FMD"
20000703,120388,"FMD"
20000704,120256,"FMD"
20000705,119861,"FMD"
20000706,119597,"FMD"
20000707,119335,"FMD"
20000708,119203,"FMD"
20000709,119072,"FMD"
20000710,118810,"FMD"
20000711,118548,"FMD"
20000712,118286,"FMD"
20000713,118156,"FMD"
20000714,117764,"FMD"
20000715,117374,"FMD"
20000716,117113,"FMD"
20000717,116724,"FMD"
20000718,116206,"FMD"
20000719,115818,"FMD"
20000720,115431,"FMD"
20000721,115045,"FMD"
20000722,114659,"FMD"
20000723,114275,"FMD"
20000724,113763,"FMD"
20000725,113252,"FMD"
20000726,112998,"FMD"
20000727,112362,"FMD"
20000728,111729,"FMD"
20000729,111223,"FMD"
20000730,110845,"FMD"
20000731,110217,"FMD"
20000801,109591,"FMD"
20000802,108966,"FMD"
20000803,108344,"FMD"
20000804,107848,"FMD"
20000805,107353,"FMD"
20000806,106859,"FMD"
20000807,106367,"FMD"
20000808,105142,"FMD"
20000809,104654,"FMD"
20000810,104300,"FMD"
20000811,104045,"FMD"
20000812,103681,"FMD"
20000813,103317,"FMD"
20000814,102712,"FMD"
20000815,102109,"FMD"
20000816,101507,"FMD"
20000817,100907,"FMD"
20000818,100309,"FMD"
20000819,99713,"FMD"
20000820,99118,"FMD"
20000821,98289,"FMD"
20000822,97580,"FMD"
20000823,96991,"FMD"
20000824,96287,"FMD"
20000825,95703,"FMD"
20000826,95120,"FMD"
20000827,94650,"FMD"
20000828,94074,"FMD"
20000829,93496,"FMD"
20000830,93035,"FMD"
20000831,92345,"FMD"
20000901,91812,"FMD"
20000902,91279,"FMD"
20000903,91000,"FMD"
20000904,90746,"FMD"
20000905,90178,"FMD"
20000906,89499,"FMD"
20000907,88823,"FMD"
20000908,88261,"FMD"
20000909,87813,"FMD"
20000910,87366,"FMD"
20000911,86809,"FMD"
20000912,86254,"FMD"
20000913,85700,"FMD"
20000914,85368,"FMD"
20000915,84817,"FMD"
20000916,84377,"FMD"
20000917,84047,"FMD"
20000918,83500,"FMD"
20000919,82845,"FMD"
20000920,82193,"FMD"
20000921,81868,"FMD"
20000922,81327,"FMD"
20000923,81219,"FMD"
20000924,81219,"FMD"
20000925,80788,"FMD"
20000926,80358,"FMD"
20000927,79822,"FMD"
20000928,79395,"FMD"
20000929,78862,"FMD"
20000930,78862,"FMD"
20001001,78756,"FMD"
20001002,78756,"FMD"
20001003,78756,"FMD"
20001004,78756,"FMD"
20001005,78756,"FMD"
20001006,78850,"FMD"
20001007,78650,"FMD"
20001008,78331,"FMD"
20001009,77908,"FMD"
20001010,77485,"FMD"
20001011,77064,"FMD"
20001012,76539,"FMD"
20001013,76329,"FMD"
20001014,76225,"FMD"
20001015,76120,"FMD"
20001016,76016,"FMD"
20001017,75390,"FMD"
20001018,74663,"FMD"
20001019,74043,"FMD"
20001020,73425,"FMD"
20001021,73015,"FMD"
20001022,72605,"FMD"
20001023,71993,"FMD"
20001024,71384,"FMD"
20001025,70878,"FMD"
20001026,70374,"FMD"
20001027,69871,"FMD"
20001028,69671,"FMD"
20001029,69370,"FMD"
20001030,68871,"FMD"
20001031,68573,"FMD"
20001101,68077,"FMD"
20001102,67483,"FMD"
20001103,67089,"FMD"
20001104,66696,"FMD"
20001105,66305,"FMD"
20001106,65914,"FMD"
20001107,65330,"FMD"
20001108,64845,"FMD"
20001109,64266,"FMD"
20001110,63784,"FMD"
20001111,63114,"FMD"
20001112,62542,"FMD"
20001113,61878,"FMD"
20001114,61123,"FMD"
20001115,56956,"FMD"
20001116,59626,"FMD"
20001117,59069,"FMD"
20001118,58423,"FMD"
20001119,57871,"FMD"
20001120,56956,"FMD"
20001121,56141,"FMD"
20001122,55510,"FMD"
20001123,55061,"FMD"
20001124,54792,"FMD"
20001125,54168,"FMD"
20001126,53636,"FMD"
20001127,53194,"FMD"
20001128,52667,"FMD"
20001129,52229,"FMD"
20001130,51880,"FMD"
20001201,51532,"FMD"
20001202,50840,"FMD"
20001203,50496,"FMD"
20001204,50496,"FMD"
20001205,50496,"FMD"
20001206,50496,"FMD"
20001207,50496,"FMD"
20001208,50496,"FMD"
20001209,50496,"FMD"
20001210,50582,"FMD"
20001211,50582,"FMD"
20001212,50668,"FMD"
20001213,50668,"FMD"
20001214,50754,"FMD"
20001215,50754,"FMD"
20001216,50840,"FMD"
20001217,50840,"FMD"
20001218,50840,"FMD"
20001219,50840,"FMD"
20001220,50840,"FMD"
20001221,50926,"FMD"
20001222,50926,"FMD"
20001223,50926,"FMD"
20001224,50926,"FMD"
20001225,50926,"FMD"
20001226,50926,"FMD"
20001227,50926,"FMD"
20001228,50926,"FMD"
20001229,50926,"FMD"
20001230,50926,"FMD"
20001231,50926,"FMD"
20010101,50926,"FMD"
20010102,50926,"FMD"
20010103,50926,"FMD"
20010104,50926,"FMD"
20010105,50926,"FMD"
20010106,50926,"FMD"
20010107,50926,"FMD"
20010108,51013,"FMD"
20010109,51013,"FMD"
20010110,51099,"FMD"
20010111,51099,"FMD"
20010112,51099,"FMD"
20010113,51099,"FMD"
20010114,51099,"FMD"
20010115,51099,"FMD"
20010116,51099,"FMD"
20010117,50496,"FMD"
20010118,50496,"FMD"
20010119,50496,"FMD"
20010120,50496,"FMD"
20010121,50496,"FMD"
20010122,50496,"FMD"
20010123,50582,"FMD"
20010124,50668,"FMD"
20010125,50754,"FMD"
20010126,50754,"FMD"
20010127,50754,"FMD"
20010128,50754,"FMD"
20010129,50754,"FMD"
20010130,50754,"FMD"
20010131,50754,"FMD"
20010201,50754,"FMD"
20010202,50754,"FMD"
20010203,50840,"FMD"
20010204,50840,"FMD"
20010205,50926,"FMD"
20010206,50926,"FMD"
20010207,50926,"FMD"
20010208,50926,"FMD"
20010209,50926,"FMD"
20010210,51013,"FMD"
20010211,51099,"FMD"
20010212,51013,"FMD"
20010213,50840,"FMD"
20010214,50754,"FMD"
20010215,50668,"FMD"
20010216,50496,"FMD"
20010217,50582,"FMD"
20010218,50582,"FMD"
20010219,50668,"FMD"
20010220,50754,"FMD"
20010221,50840,"FMD"
20010222,50926,"FMD"
20010223,51013,"FMD"
20010224,51013,"FMD"
20010225,51013,"FMD"
20010226,51099,"FMD"
20010227,51099,"FMD"
20010228,50754,"FMD"
20010301,50754,"FMD"
20010302,50754,"FMD"
20010303,50926,"FMD"
20010304,51013,"FMD"
20010305,51186,"FMD"
20010306,51186,"FMD"
20010307,51272,"FMD"
20010308,51359,"FMD"
20010309,51445,"FMD"
20010310,51532,"FMD"
20010311,51619,"FMD"
20010312,51706,"FMD"
20010313,51706,"FMD"
20010314,51880,"FMD"
20010315,51967,"FMD"
20010316,52142,"FMD"
20010317,52229,"FMD"
20010318,52491,"FMD"
20010319,52754,"FMD"
20010320,53018,"FMD"
20010321,53548,"FMD"
20010322,54079,"FMD"
20010323,54614,"FMD"
20010324,55330,"FMD"
20010325,56594,"FMD"
20010326,57322,"FMD"
20010327,57963,"FMD"
20010328,58792,"FMD"
20010329,59719,"FMD"
20010330,60466,"FMD"
20010331,61311,"FMD"
20010401,62162,"FMD"
20010402,62828,"FMD"
20010403,63401,"FMD"
20010404,63784,"FMD"
20010405,64073,"FMD"
20010406,64362,"FMD"
20010407,64748,"FMD"
20010408,65039,"FMD"
20010409,65233,"FMD"
20010410,65427,"FMD"
20010411,65719,"FMD"
20010412,65914,"FMD"
20010413,66109,"FMD"
20010414,66305,"FMD"
20010415,66500,"FMD"
20010416,66795,"FMD"
20010417,67286,"FMD"
20010418,67978,"FMD"
20010419,68772,"FMD"
20010420,69370,"FMD"
20010421,69771,"FMD"
20010422,70173,"FMD"
20010423,70777,"FMD"
20010424,71587,"FMD"
20010425,72810,"FMD"
20010426,74146,"FMD"
20010427,75390,"FMD"
20010428,76434,"FMD"
20010429,77169,"FMD"
20010430,78225,"FMD"
20010501,79395,"FMD"
20010502,80358,"FMD"
20010503,81111,"FMD"
20010504,81868,"FMD"
20010505,82627,"FMD"
20010506,83172,"FMD"
20010507,84267,"FMD"
20010508,85258,"FMD"
20010509,86143,"FMD"
20010510,87032,"FMD"
20010511,87813,"FMD"
20010512,88710,"FMD"
20010513,89499,"FMD"
20010514,90178,"FMD"
20010515,90973,"FMD"
20010516,91658,"FMD"
20010517,92230,"FMD"
20010518,92575,"FMD"
20010519,93150,"FMD"
20010520,93496,"FMD"
20010521,93612,"FMD"
20010522,93843,"FMD"
20010523,93843,"FMD"
20010524,93843,"FMD"
20010525,93959,"FMD"
20010526,94190,"FMD"
20010527,94306,"FMD"
20010528,94538,"FMD"
20010529,94538,"FMD"
20010530,94306,"FMD"
20010531,94074,"FMD"
20010601,94074,"FMD"
20010602,94190,"FMD"
20010603,94306,"FMD"
20010604,94074,"FMD"
20010605,93727,"FMD"
20010606,93265,"FMD"
20010607,92920,"FMD"
20010608,92575,"FMD"
20010609,92345,"FMD"
20010610,92230,"FMD"
20010611,91887,"FMD"
20010612,91772,"FMD"
20010613,91658,"FMD"
20010614,91315,"FMD"
20010615,90746,"FMD"
20010616,90632,"FMD"
20010617,90518,"FMD"
20010618,90065,"FMD"
20010619,89725,"FMD"
20010620,89499,"FMD"
20010621,88935,"FMD"
20010622,88374,"FMD"
20010623,88149,"FMD"
20010624,88037,"FMD"
20010625,87590,"FMD"
20010626,87032,"FMD"
20010627,86587,"FMD"
20010628,86143,"FMD"
20010629,85700,"FMD"
20010630,85478,"FMD"
20010701,85258,"FMD"
20010702,84817,"FMD"
20010703,84267,"FMD"
20010704,83938,"FMD"
20010705,83676,"FMD"
20010706,83414,"FMD"
20010707,83152,"FMD"
20010708,82890,"FMD"
20010709,82627,"FMD"
20010710,82193,"FMD"
20010711,81759,"FMD"
20010712,81219,"FMD"
20010713,80788,"FMD"
20010714,80788,"FMD"
20010715,80680,"FMD"
20010716,80465,"FMD"
20010717,80144,"FMD"
20010718,79715,"FMD"
20010719,79182,"FMD"
20010720,78756,"FMD"
20010721,78650,"FMD"
20010722,78438,"FMD"
20010723,78225,"FMD"
20010724,77696,"FMD"
20010725,77169,"FMD"
20010726,76749,"FMD"
20010727,76329,"FMD"
20010728,76225,"FMD"
20010729,76225,"FMD"
20010730,75807,"FMD"
20010731,75182,"FMD"
20010801,74663,"FMD"
20010802,74146,"FMD"
20010803,73528,"FMD"
20010804,73528,"FMD"
20010805,73528,"FMD"
20010806,72912,"FMD"
20010807,72299,"FMD"
20010808,71892,"FMD"
20010809,71283,"FMD"
20010810,70676,"FMD"
20010811,70575,"FMD"
20010812,70575,"FMD"
20010813,70072,"FMD"
20010814,69571,"FMD"
20010815,68871,"FMD"
20010816,68275,"FMD"
20010817,67681,"FMD"
20010818,67188,"FMD"
20010819,66795,"FMD"
20010820,66109,"FMD"
20010821,65524,"FMD"
20010822,64942,"FMD"
20010823,64362,"FMD"
20010824,63688,"FMD"
20010825,63210,"FMD"
20010826,62732,"FMD"
20010827,62162,"FMD"
20010828,61594,"FMD"
20010829,60935,"FMD"
20010830,60372,"FMD"
20010831,59719,"FMD"
20010901,59255,"FMD"
20010902,58792,"FMD"
20010903,58331,"FMD"
20010904,57780,"FMD"
20010905,57140,"FMD"
20010906,56594,"FMD"
20010907,56051,"FMD"
20010908,55600,"FMD"
20010909,55151,"FMD"
20010910,54703,"FMD"
20010911,54168,"FMD"
20010912,53636,"FMD"
20010913,53194,"FMD"
20010914,52700,"FMD"
20010915,52200,"FMD"
20010916,51700,"FMD"
20010917,51186,"FMD"
20010918,50668,"FMD"
20010919,50067,"FMD"
20010920,49640,"FMD"
20010921,49045,"FMD"
20010922,48454,"FMD"
20010923,47950,"FMD"
20010924,47388,"FMD"
20010925,46619,"FMD"
20010926,45960,"FMD"
20010927,45143,"FMD"
20010928,44414,"FMD"
20010929,44334,"FMD"
20010930,44253,"FMD"
20011001,44253,"FMD"
20011002,44253,"FMD"
20011003,44173,"FMD"
20011004,44173,"FMD"
20011005,44092,"FMD"
20011006,44012,"FMD"
20011007,43932,"FMD"
20011008,43852,"FMD"
20011009,43771,"FMD"
20011010,43691,"FMD"
20011011,43612,"FMD"
20011012,43532,"FMD"
20011013,43452,"FMD"
20011014,43372,"FMD"
20011015,43308,"FMD"
20011016,43244,"FMD"
20011017,43181,"FMD"
20011018,43117,"FMD"
20011019,43054,"FMD"
20011020,42975,"FMD"
20011021,42975,"FMD"
20011022,42975,"FMD"
20011023,42896,"FMD"
20011024,42896,"FMD"
20011025,42816,"FMD"
20011026,42816,"FMD"
20011027,42737,"FMD"
20011028,42737,"FMD"
20011029,42700,"FMD"
20011030,42816,"FMD"
20011031,42816,"FMD"
20011101,42737,"FMD"
20011102,42737,"FMD"
20011103,42737,"FMD"
20011104,42658,"FMD"
20011105,42658,"FMD"
20011106,42658,"FMD"
20011107,42579,"FMD"
20011108,42579,"FMD"
20011109,42500,"FMD"
20011110,42500,"FMD"
20011111,42500,"FMD"
20011112,42579,"FMD"
20011113,42579,"FMD"
20011114,42579,"FMD"
20011115,42500,"FMD"
20011116,42500,"FMD"
20011117,42500,"FMD"
20011118,42500,"FMD"
20011119,42029,"FMD"
20011120,41482,"FMD"
20011121,41249,"FMD"
20011122,41951,"FMD"
20011123,42029,"FMD"
20011124,42737,"FMD"
20011125,42896,"FMD"
20011126,42975,"FMD"
20011127,42658,"FMD"
20011128,42500,"FMD"
20011129,42422,"FMD"
20011130,42264,"FMD"
20011201,42343,"FMD"
20011202,42816,"FMD"
20011203,42896,"FMD"
20011204,42975,"FMD"
20011205,43134,"FMD"
20011206,43134,"FMD"
20011207,43213,"FMD"
20011208,43293,"FMD"
20011209,43372,"FMD"
20011210,43372,"FMD"
20011211,43293,"FMD"
20011212,43293,"FMD"
20011213,43293,"FMD"
20011214,43213,"FMD"
20011215,42975,"FMD"
20011216,42816,"FMD"
20011217,42579,"FMD"
20011218,42343,"FMD"
20011219,42107,"FMD"
20011220,41716,"FMD"
20011221,41482,"FMD"
20011222,41327,"FMD"
20011223,41172,"FMD"
20011224,41017,"FMD"
20011225,40785,"FMD"
20011226,40554,"FMD"
20011227,40323,"FMD"
20011228,40323,"FMD"
20011229,40554,"FMD"
20011230,40785,"FMD"
20011231,41249,"FMD"
20020101,41638,"FMD"
20020102,42264,"FMD"
20020103,42816,"FMD"
20020104,43054,"FMD"
20020105,43372,"FMD"
20020106,44173,"FMD"
20020107,44414,"FMD"
20020108,44495,"FMD"
20020109,44495,"FMD"
20020110,44414,"FMD"
20020111,44334,"FMD"
20020112,44414,"FMD"
20020113,44495,"FMD"
20020114,44414,"FMD"
20020115,44092,"FMD"
20020116,43691,"FMD"
20020117,43452,"FMD"
20020118,43054,"FMD"
20020119,43054,"FMD"
20020120,42975,"FMD"
20020121,42737,"FMD"
20020122,42343,"FMD"
20020123,41951,"FMD"
20020124,41560,"FMD"
20020125,41172,"FMD"
20020126,41249,"FMD"
20020127,41172,"FMD"
20020128,40708,"FMD"
20020129,40247,"FMD"
20020130,39788,"FMD"
20020131,39331,"FMD"
20020201,38953,"FMD"
20020202,38802,"FMD"
20020203,38726,"FMD"
20020204,38576,"FMD"
20020205,38501,"FMD"
20020206,38425,"FMD"
20020207,38425,"FMD"
20020208,38350,"FMD"
20020209,38501,"FMD"
20020210,38651,"FMD"
20020211,38576,"FMD"
20020212,38501,"FMD"
20020213,38501,"FMD"
20020214,38501,"FMD"
20020215,38576,"FMD"
20020216,38802,"FMD"
20020217,39104,"FMD"
20020218,39255,"FMD"
20020219,39483,"FMD"
20020220,40477,"FMD"
20020221,41094,"FMD"
20020222,41560,"FMD"
20020223,42264,"FMD"
20020224,42737,"FMD"
20020225,43054,"FMD"
20020226,43293,"FMD"
20020227,43691,"FMD"
20020228,44012,"FMD"
20020301,44253,"FMD"
20020302,44657,"FMD"
20020303,45062,"FMD"
20020304,45306,"FMD"
20020305,45469,"FMD"
20020306,46784,"FMD"
20020307,47616,"FMD"
20020308,48034,"FMD"
20020309,48454,"FMD"
20020310,48876,"FMD"
20020311,49130,"FMD"
20020312,49385,"FMD"
20020313,49640,"FMD"
20020314,49725,"FMD"
20020315,49896,"FMD"
20020316,50238,"FMD"
20020317,50582,"FMD"
20020318,50582,"FMD"
20020319,50668,"FMD"
20020320,50754,"FMD"
20020321,50840,"FMD"
20020322,51099,"FMD"
20020323,51619,"FMD"
20020324,51967,"FMD"
20020325,52054,"FMD"
20020326,52316,"FMD"
20020327,52491,"FMD"
20020328,52667,"FMD"
20020329,53194,"FMD"
20020330,53991,"FMD"
20020331,54792,"FMD"
20020401,55780,"FMD"
20020402,56867,"FMD"
20020403,58331,"FMD"
20020404,59999,"FMD"
20020405,61500,"FMD"
20020406,62923,"FMD"
20020407,64266,"FMD"
20020408,65524,"FMD"
20020409,66795,"FMD"
20020410,68176,"FMD"
20020411,69470,"FMD"
20020412,70878,"FMD"
20020413,72605,"FMD"
20020414,74663,"FMD"
20020415,76329,"FMD"
20020416,77274,"FMD"
20020417,78013,"FMD"
20020418,78543,"FMD"
20020419,78969,"FMD"
20020420,79608,"FMD"
20020421,80144,"FMD"
20020422,80573,"FMD"
20020423,81111,"FMD"
20020424,81868,"FMD"
20020425,82845,"FMD"
20020426,84047,"FMD"
20020427,85147,"FMD"
20020428,86032,"FMD"
20020429,86809,"FMD"
20020430,87366,"FMD"
20020501,87813,"FMD"
20020502,88261,"FMD"
20020503,88935,"FMD"
20020504,89951,"FMD"
20020505,91087,"FMD"
20020506,92460,"FMD"
20020507,93843,"FMD"
20020508,95120,"FMD"
20020509,96287,"FMD"
20020510,97344,"FMD"
20020511,98170,"FMD"
20020512,99118,"FMD"
20020513,100429,"FMD"
20020514,101627,"FMD"
20020515,102954,"FMD"
20020516,104288,"FMD"
20020517,105631,"FMD"
20020518,107106,"FMD"
20020519,108344,"FMD"
20020520,109216,"FMD"
20020521,109716,"FMD"
20020522,110217,"FMD"
20020523,110720,"FMD"
20020524,111350,"FMD"
20020525,112235,"FMD"
20020526,112998,"FMD"
20020527,113891,"FMD"
20020528,115045,"FMD"
20020529,115818,"FMD"
20020530,116854,"FMD"
20020531,117634,"FMD"
20020601,118679,"FMD"
20020602,119466,"FMD"
20020603,119992,"FMD"
20020604,120256,"FMD"
20020605,120520,"FMD"
20020606,120785,"FMD"
20020607,121182,"FMD"
20020608,121580,"FMD"
20020609,122112,"FMD"
20020610,121979,"FMD"
20020611,121979,"FMD"
20020612,121846,"FMD"
20020613,121846,"FMD"
20020614,121713,"FMD"
20020615,121979,"FMD"
20020616,122245,"FMD"
20020617,122112,"FMD"
20020618,121846,"FMD"
20020619,121713,"FMD"
20020620,121580,"FMD"
20020621,121713,"FMD"
20020622,121846,"FMD"
20020623,121979,"FMD"
20020624,121713,"FMD"
20020625,121447,"FMD"
20020626,121049,"FMD"
20020627,120785,"FMD"
20020628,120917,"FMD"
20020629,120917,"FMD"
20020630,120917,"FMD"
20020701,120520,"FMD"
20020702,120124,"FMD"
20020703,119729,"FMD"
20020704,119466,"FMD"
20020705,119335,"FMD"
20020706,119335,"FMD"
20020707,119335,"FMD"
20020708,118941,"FMD"
20020709,118548,"FMD"
20020710,118156,"FMD"
20020711,117764,"FMD"
20020712,117374,"FMD"
20020713,117113,"FMD"
20020714,116724,"FMD"
20020715,116335,"FMD"
20020716,115947,"FMD"
20020717,115560,"FMD"
20020718,115174,"FMD"
20020719,114788,"FMD"
20020720,114403,"FMD"
20020721,114147,"FMD"
20020722,113635,"FMD"
20020723,113252,"FMD"
20020724,112870,"FMD"
20020725,112489,"FMD"
20020726,112108,"FMD"
20020727,111855,"FMD"
20020728,111476,"FMD"
20020729,111097,"FMD"
20020730,110720,"FMD"
20020731,110343,"FMD"
20020801,109841,"FMD"
20020802,109466,"FMD"
20020803,109466,"FMD"
20020804,109466,"FMD"
20020805,109091,"FMD"
20020806,108593,"FMD"
20020807,108220,"FMD"
20020808,107724,"FMD"
20020809,107353,"FMD"
20020810,107106,"FMD"
20020811,106859,"FMD"
20020812,106367,"FMD"
20020813,105999,"FMD"
20020814,105361,"FMD"
20020815,105020,"FMD"
20020816,104532,"FMD"
20020817,104288,"FMD"
20020818,104045,"FMD"
20020819,103681,"FMD"
20020820,103317,"FMD"
20020821,102954,"FMD"
20020822,102591,"FMD"
20020823,102229,"FMD"
20020824,101988,"FMD"
20020825,101627,"FMD"
20020826,101027,"FMD"
20020827,100668,"FMD"
20020828,100190,"FMD"
20020829,99713,"FMD"
20020830,99356,"FMD"
20020831,98999,"FMD"
20020901,98762,"FMD"
20020902,98407,"FMD"
20020903,98052,"FMD"
20020904,97580,"FMD"
20020905,97227,"FMD"
20020906,96874,"FMD"
20020907,96522,"FMD"
20020908,96053,"FMD"
20020909,95703,"FMD"
20020910,95236,"FMD"
20020911,94887,"FMD"
20020912,94422,"FMD"
20020913,94074,"FMD"
20020914,93612,"FMD"
20020915,93265,"FMD"
20020916,92805,"FMD"
20020917,92460,"FMD"
20020918,92001,"FMD"
20020919,91544,"FMD"
20020920,90973,"FMD"
20020921,90518,"FMD"
20020922,89951,"FMD"
20020923,89386,"FMD"
20020924,88935,"FMD"
20020925,88374,"FMD"
20020926,87813,"FMD"
20020927,87255,"FMD"
20020928,86809,"FMD"
20020929,86254,"FMD"
20020930,85921,"FMD"
20021001,85368,"FMD"
20021002,84817,"FMD"
20021003,84267,"FMD"
20021004,83828,"FMD"
20021005,83500,"FMD"
20021006,83063,"FMD"
20021007,82627,"FMD"
20021008,82301,"FMD"
20021009,81868,"FMD"
20021010,81543,"FMD"
20021011,81111,"FMD"
20021012,80680,"FMD"
20021013,80358,"FMD"
20021014,79929,"FMD"
20021015,79608,"FMD"
20021016,79288,"FMD"
20021017,78862,"FMD"
20021018,78543,"FMD"
20021019,78225,"FMD"
20021020,77908,"FMD"
20021021,77591,"FMD"
20021022,77169,"FMD"
20021023,76854,"FMD"
20021024,76434,"FMD"
20021025,76016,"FMD"
20021026,75702,"FMD"
20021027,75390,"FMD"
20021028,75078,"FMD"
20021029,74663,"FMD"
20021030,74353,"FMD"
20021031,73940,"FMD"
20021101,73631,"FMD"
20021102,73425,"FMD"
20021103,73220,"FMD"
20021104,72810,"FMD"
20021105,72401,"FMD"
20021106,72095,"FMD"
20021107,71892,"FMD"
20021108,72707,"FMD"
20021109,72912,"FMD"
20021110,73220,"FMD"
20021111,73015,"FMD"
20021112,72707,"FMD"
20021113,72503,"FMD"
20021114,72197,"FMD"
20021115,71993,"FMD"
20021116,71892,"FMD"
20021117,71688,"FMD"
20021118,71384,"FMD"
20021119,71080,"FMD"
20021120,70878,"FMD"
20021121,70575,"FMD"
20021122,70273,"FMD"
20021123,70173,"FMD"
20021124,69972,"FMD"
20021125,69571,"FMD"
20021126,69271,"FMD"
20021127,68871,"FMD"
20021128,68971,"FMD"
20021129,68971,"FMD"
20021130,68971,"FMD"
20021201,68971,"FMD"
20021202,68573,"FMD"
20021203,68473,"FMD"
20021204,68176,"FMD"
20021205,67879,"FMD"
20021206,67483,"FMD"
20021207,67385,"FMD"
20021208,67089,"FMD"
20021209,66795,"FMD"
20021210,66598,"FMD"
