"Date","storage","Reservoir"
20110929,744583,"FOL"
20110930,740360,"FOL"
20111001,735843,"FOL"
20111002,731547,"FOL"
20111003,725595,"FOL"
20111004,719971,"FOL"
20111005,714935,"FOL"
20111006,710407,"FOL"
20111007,703393,"FOL"
20111008,697555,"FOL"
20111009,691941,"FOL"
20111010,687854,"FOL"
20111011,682753,"FOL"
20111012,677283,"FOL"
20111013,672221,"FOL"
20111014,667076,"FOL"
20111015,660747,"FOL"
20111016,654822,"FOL"
20111017,648549,"FOL"
20111018,642496,"FOL"
20111019,635838,"FOL"
20111020,629212,"FOL"
20111021,623248,"FOL"
20111022,617505,"FOL"
20111023,612405,"FOL"
20111024,607334,"FOL"
20111025,602019,"FOL"
20111026,595580,"FOL"
20111027,591029,"FOL"
20111028,586745,"FOL"
20111029,583881,"FOL"
20111030,581017,"FOL"
20111031,577381,"FOL"
20111101,572992,"FOL"
20111102,569040,"FOL"
20111103,564859,"FOL"
20111104,560599,"FOL"
20111105,557132,"FOL"
20111106,553580,"FOL"
20111107,549970,"FOL"
20111108,546533,"FOL"
20111109,543359,"FOL"
20111110,540037,"FOL"
20111111,536135,"FOL"
20111112,533583,"FOL"
20111113,530950,"FOL"
20111114,527172,"FOL"
20111115,523503,"FOL"
20111116,519834,"FOL"
20111117,516441,"FOL"
20111118,512805,"FOL"
20111119,510234,"FOL"
20111120,507753,"FOL"
20111121,504471,"FOL"
20111122,501293,"FOL"
20111123,498201,"FOL"
20111124,495351,"FOL"
20111125,492837,"FOL"
20111126,491031,"FOL"
20111127,488989,"FOL"
20111128,486645,"FOL"
20111129,484078,"FOL"
20111130,481277,"FOL"
20111201,478955,"FOL"
20111202,475565,"FOL"
20111203,472330,"FOL"
20111204,470270,"FOL"
20111205,467675,"FOL"
20111206,465462,"FOL"
20111207,463039,"FOL"
20111208,460545,"FOL"
20111209,457900,"FOL"
20111210,456024,"FOL"
20111211,454603,"FOL"
20111212,452508,"FOL"
20111213,450713,"FOL"
20111214,447964,"FOL"
20111215,445891,"FOL"
20111216,443299,"FOL"
20111217,441386,"FOL"
20111218,439775,"FOL"
20111219,437578,"FOL"
20111220,435235,"FOL"
20111221,432989,"FOL"
20111222,430671,"FOL"
20111223,428499,"FOL"
20111224,426988,"FOL"
20111225,425412,"FOL"
20111226,423120,"FOL"
20111227,421473,"FOL"
20111228,419269,"FOL"
20111229,417711,"FOL"
20111230,416366,"FOL"
20111231,415871,"FOL"
20120101,415517,"FOL"
20120102,414030,"FOL"
20120103,412625,"FOL"
20120104,411365,"FOL"
20120105,410175,"FOL"
20120106,408425,"FOL"
20120107,407375,"FOL"
20120108,405844,"FOL"
20120109,403837,"FOL"
20120110,402108,"FOL"
20120111,400585,"FOL"
20120112,398865,"FOL"
20120113,397429,"FOL"
20120114,396335,"FOL"
20120115,394762,"FOL"
20120116,392171,"FOL"
20120117,389873,"FOL"
20120118,388116,"FOL"
20120119,387034,"FOL"
20120120,388116,"FOL"
20120121,399412,"FOL"
20120122,403630,"FOL"
20120123,408985,"FOL"
20120124,412065,"FOL"
20120125,412555,"FOL"
20120126,412205,"FOL"
20120127,412975,"FOL"
20120128,413817,"FOL"
20120129,414030,"FOL"
20120130,413465,"FOL"
20120131,413115,"FOL"
20120201,412975,"FOL"
20120202,412975,"FOL"
20120203,412275,"FOL"
20120204,411715,"FOL"
20120205,411085,"FOL"
20120206,410035,"FOL"
20120207,409195,"FOL"
20120208,408075,"FOL"
20120209,406955,"FOL"
20120210,405636,"FOL"
20120211,404668,"FOL"
20120212,403907,"FOL"
20120213,403630,"FOL"
20120214,402800,"FOL"
20120215,402384,"FOL"
20120216,401623,"FOL"
20120217,401001,"FOL"
20120218,400516,"FOL"
20120219,399894,"FOL"
20120220,398592,"FOL"
20120221,397429,"FOL"
20120222,395788,"FOL"
20120223,393873,"FOL"
20120224,392374,"FOL"
20120225,391428,"FOL"
20120226,390279,"FOL"
20120227,388656,"FOL"
20120228,387372,"FOL"
20120229,387440,"FOL"
20120301,387643,"FOL"
20120302,388116,"FOL"
20120303,388521,"FOL"
20120304,389197,"FOL"
20120305,389805,"FOL"
20120306,390684,"FOL"
20120307,390684,"FOL"
20120308,390346,"FOL"
20120309,390211,"FOL"
20120310,390549,"FOL"
20120311,391022,"FOL"
20120312,391766,"FOL"
20120313,392712,"FOL"
20120314,405844,"FOL"
20120315,425555,"FOL"
20120316,470880,"FOL"
20120317,531361,"FOL"
20120318,554679,"FOL"
20120319,569466,"FOL"
20120320,579108,"FOL"
20120321,586658,"FOL"
20120322,595142,"FOL"
20120323,602372,"FOL"
20120324,609647,"FOL"
20120325,616340,"FOL"
20120326,621988,"FOL"
20120327,628037,"FOL"
20120328,638296,"FOL"
20120329,647357,"FOL"
20120330,654453,"FOL"
20120331,664005,"FOL"
20120401,676908,"FOL"
20120402,687284,"FOL"
20120403,695934,"FOL"
20120404,705690,"FOL"
20120405,714357,"FOL"
20120406,720747,"FOL"
20120407,727058,"FOL"
20120408,732230,"FOL"
20120409,736334,"FOL"
20120410,742226,"FOL"
20120411,748136,"FOL"
20120412,758137,"FOL"
20120413,783070,"FOL"
20120414,799003,"FOL"
20120415,810362,"FOL"
20120416,819215,"FOL"
20120417,828215,"FOL"
20120418,835074,"FOL"
20120419,845100,"FOL"
20120420,855077,"FOL"
20120421,867116,"FOL"
20120422,878911,"FOL"
20120423,891425,"FOL"
20120424,897871,"FOL"
20120425,905636,"FOL"
20120426,920700,"FOL"
20120427,931938,"FOL"
20120428,933470,"FOL"
20120429,933800,"FOL"
20120430,933361,"FOL"
20120501,931065,"FOL"
20120502,928117,"FOL"
20120503,924406,"FOL"
20120504,919506,"FOL"
20120505,916574,"FOL"
20120506,915163,"FOL"
20120507,913208,"FOL"
20120508,909524,"FOL"
20120509,908552,"FOL"
20120510,907256,"FOL"
20120511,907904,"FOL"
20120512,908660,"FOL"
20120513,907580,"FOL"
20120514,907904,"FOL"
20120515,908660,"FOL"
20120516,909200,"FOL"
20120517,907904,"FOL"
20120518,916140,"FOL"
20120519,917008,"FOL"
20120520,917443,"FOL"
20120521,917551,"FOL"
20120522,918203,"FOL"
20120523,919180,"FOL"
20120524,920917,"FOL"
20120525,922659,"FOL"
20120526,923751,"FOL"
20120527,924078,"FOL"
20120528,924188,"FOL"
20120529,925607,"FOL"
20120530,925716,"FOL"
20120531,926152,"FOL"
20120601,927353,"FOL"
20120602,927244,"FOL"
20120603,926043,"FOL"
20120604,925934,"FOL"
20120605,925716,"FOL"
20120606,925388,"FOL"
20120607,923314,"FOL"
20120608,921786,"FOL"
20120609,919614,"FOL"
20120610,917117,"FOL"
20120611,914511,"FOL"
20120612,911145,"FOL"
20120613,907580,"FOL"
20120614,904879,"FOL"
20120615,901531,"FOL"
20120616,897226,"FOL"
20120617,892070,"FOL"
20120618,886178,"FOL"
20120619,880407,"FOL"
20120620,874020,"FOL"
20120621,868068,"FOL"
20120622,862041,"FOL"
20120623,856023,"FOL"
20120624,850345,"FOL"
20120625,844368,"FOL"
20120626,838410,"FOL"
20120627,832060,"FOL"
20120628,826553,"FOL"
20120629,820764,"FOL"
20120630,815189,"FOL"
20120701,809848,"FOL"
20120702,805433,"FOL"
20120703,799717,"FOL"
20120704,794314,"FOL"
20120705,788229,"FOL"
20120706,782768,"FOL"
20120707,777225,"FOL"
20120708,771705,"FOL"
20120709,765599,"FOL"
20120710,760225,"FOL"
20120711,754560,"FOL"
20120712,749520,"FOL"
20120713,743797,"FOL"
20120714,738003,"FOL"
20120715,732035,"FOL"
20120716,724528,"FOL"
20120717,717934,"FOL"
20120718,711274,"FOL"
20120719,704829,"FOL"
20120720,698320,"FOL"
20120721,692227,"FOL"
20120722,685774,"FOL"
20120723,680205,"FOL"
20120724,672877,"FOL"
20120725,665121,"FOL"
20120726,657409,"FOL"
20120727,649283,"FOL"
20120728,642405,"FOL"
20120729,635474,"FOL"
20120730,628127,"FOL"
20120731,621809,"FOL"
20120801,615533,"FOL"
20120802,608757,"FOL"
20120803,601489,"FOL"
20120804,594705,"FOL"
20120805,587354,"FOL"
20120806,580496,"FOL"
20120807,574283,"FOL"
20120808,566821,"FOL"
20120809,563579,"FOL"
20120810,558231,"FOL"
20120811,552903,"FOL"
20120812,549802,"FOL"
20120813,545612,"FOL"
20120814,541698,"FOL"
20120815,538875,"FOL"
20120816,535806,"FOL"
20120817,533254,"FOL"
20120818,530950,"FOL"
20120819,528728,"FOL"
20120820,526193,"FOL"
20120821,523258,"FOL"
20120822,520894,"FOL"
20120823,518622,"FOL"
20120824,516683,"FOL"
20120825,514987,"FOL"
20120826,511997,"FOL"
20120827,509594,"FOL"
20120828,508313,"FOL"
20120829,506392,"FOL"
20120830,504792,"FOL"
20120831,502720,"FOL"
20120901,501055,"FOL"
20120902,499787,"FOL"
20120903,498676,"FOL"
20120904,497804,"FOL"
20120905,495981,"FOL"
20120906,495429,"FOL"
20120907,494408,"FOL"
20120908,493466,"FOL"
20120909,491659,"FOL"
20120910,490010,"FOL"
20120911,488361,"FOL"
20120912,486490,"FOL"
20120913,484545,"FOL"
20120914,483144,"FOL"
20120915,481044,"FOL"
20120916,478878,"FOL"
20120917,475950,"FOL"
20120918,473408,"FOL"
20120919,471262,"FOL"
20120920,469125,"FOL"
20120921,467141,"FOL"
20120922,465005,"FOL"
20120923,463114,"FOL"
20120924,460772,"FOL"
20120925,459336,"FOL"
20120926,456847,"FOL"
20120927,456024,"FOL"
20120928,454977,"FOL"
20120929,453181,"FOL"
20120930,451610,"FOL"
20121001,450264,"FOL"
20121002,449297,"FOL"
20121003,447150,"FOL"
20121004,444928,"FOL"
20121005,442559,"FOL"
20121006,440214,"FOL"
20121007,437871,"FOL"
20121008,435455,"FOL"
20121009,433568,"FOL"
20121010,431975,"FOL"
20121011,429875,"FOL"
20121012,428282,"FOL"
20121013,426629,"FOL"
20121014,425125,"FOL"
20121015,423836,"FOL"
20121016,422189,"FOL"
20121017,419977,"FOL"
20121018,418065,"FOL"
20121019,416295,"FOL"
20121020,414242,"FOL"
20121021,411785,"FOL"
20121022,410455,"FOL"
20121023,408845,"FOL"
20121024,407235,"FOL"
20121025,406051,"FOL"
20121026,404806,"FOL"
20121027,403284,"FOL"
20121028,401485,"FOL"
20121029,399686,"FOL"
20121030,397976,"FOL"
20121031,396130,"FOL"
20121101,394352,"FOL"
20121102,391698,"FOL"
20121103,390414,"FOL"
20121104,387845,"FOL"
20121105,385020,"FOL"
20121106,382348,"FOL"
20121107,379410,"FOL"
20121108,376967,"FOL"
20121109,374392,"FOL"
20121110,373336,"FOL"
20121111,371894,"FOL"
20121112,370065,"FOL"
20121113,368301,"FOL"
20121114,366082,"FOL"
20121115,363821,"FOL"
20121116,361819,"FOL"
20121117,361173,"FOL"
20121118,364015,"FOL"
20121119,365436,"FOL"
20121120,364596,"FOL"
20121121,365436,"FOL"
20121122,367452,"FOL"
20121123,366341,"FOL"
20121124,365565,"FOL"
20121125,365113,"FOL"
20121126,364015,"FOL"
20121127,363175,"FOL"
20121128,364984,"FOL"
20121129,368366,"FOL"
20121130,403768,"FOL"
20121201,433061,"FOL"
20121202,488125,"FOL"
20121203,513856,"FOL"
20121204,526764,"FOL"
20121205,544606,"FOL"
20121206,561787,"FOL"
20121207,571959,"FOL"
20121208,578847,"FOL"
20121209,584402,"FOL"
20121210,588579,"FOL"
20121211,591992,"FOL"
20121212,595667,"FOL"
20121213,599018,"FOL"
20121214,601577,"FOL"
20121215,603960,"FOL"
20121216,604048,"FOL"
20121217,605199,"FOL"
20121218,606533,"FOL"
20121219,603960,"FOL"
20121220,599989,"FOL"
20121221,594092,"FOL"
20121222,587179,"FOL"
20121223,589367,"FOL"
20121224,593392,"FOL"
20121225,590854,"FOL"
20121226,594705,"FOL"
20121227,594180,"FOL"
20121228,591817,"FOL"
20121229,587792,"FOL"
20121230,585443,"FOL"
20121231,584141,"FOL"
20130101,581798,"FOL"
20130102,583621,"FOL"
20130103,582145,"FOL"
20130104,579455,"FOL"
20130105,576779,"FOL"
20130106,575057,"FOL"
20130107,574024,"FOL"
20130108,571528,"FOL"
20130109,569210,"FOL"
20130110,567845,"FOL"
20130111,566138,"FOL"
20130112,563579,"FOL"
20130113,560853,"FOL"
20130114,557216,"FOL"
20130115,555356,"FOL"
20130116,555186,"FOL"
20130117,555440,"FOL"
20130118,555271,"FOL"
20130119,555271,"FOL"
20130120,555948,"FOL"
20130121,556032,"FOL"
20130122,556709,"FOL"
20130123,556878,"FOL"
20130124,557216,"FOL"
20130125,556878,"FOL"
20130126,558315,"FOL"
20130127,561106,"FOL"
20130128,562640,"FOL"
20130129,564176,"FOL"
20130130,564773,"FOL"
20130131,566394,"FOL"
20130201,568186,"FOL"
20130202,570065,"FOL"
20130203,571614,"FOL"
20130204,572992,"FOL"
20130205,572992,"FOL"
20130206,572647,"FOL"
20130207,572217,"FOL"
20130208,571787,"FOL"
20130209,571614,"FOL"
20130210,571098,"FOL"
20130211,570668,"FOL"
20130212,568869,"FOL"
20130213,568016,"FOL"
20130214,566906,"FOL"
20130215,566992,"FOL"
20130216,566309,"FOL"
20130217,565285,"FOL"
20130218,564432,"FOL"
20130219,563579,"FOL"
20130220,562811,"FOL"
20130221,561106,"FOL"
20130222,559922,"FOL"
20130223,559077,"FOL"
20130224,558146,"FOL"
20130225,556201,"FOL"
20130226,554341,"FOL"
20130227,553580,"FOL"
20130228,552065,"FOL"
20130301,551311,"FOL"
20130302,550808,"FOL"
20130303,550221,"FOL"
20130304,549551,"FOL"
20130305,549132,"FOL"
20130306,549551,"FOL"
20130307,550556,"FOL"
20130308,551394,"FOL"
20130309,551897,"FOL"
20130310,551646,"FOL"
20130311,551646,"FOL"
20130312,552568,"FOL"
20130313,552819,"FOL"
20130314,553918,"FOL"
20130315,554848,"FOL"
20130316,556117,"FOL"
20130317,557132,"FOL"
20130318,558738,"FOL"
20130319,559753,"FOL"
20130320,563152,"FOL"
20130321,568954,"FOL"
20130322,573680,"FOL"
20130323,578070,"FOL"
20130324,581451,"FOL"
20130325,584489,"FOL"
20130326,586311,"FOL"
20130327,586658,"FOL"
20130328,589454,"FOL"
20130329,593042,"FOL"
20130330,596371,"FOL"
20130331,601136,"FOL"
20130401,605644,"FOL"
20130402,610714,"FOL"
20130403,614995,"FOL"
20130404,620016,"FOL"
20130405,624333,"FOL"
20130406,628398,"FOL"
20130407,631651,"FOL"
20130408,635929,"FOL"
20130409,639389,"FOL"
20130410,641946,"FOL"
20130411,645340,"FOL"
20130412,647907,"FOL"
20130413,650479,"FOL"
20130414,653344,"FOL"
20130415,656763,"FOL"
20130416,659073,"FOL"
20130417,661585,"FOL"
20130418,663167,"FOL"
20130419,664656,"FOL"
20130420,666611,"FOL"
20130421,668941,"FOL"
20130422,671096,"FOL"
20130423,672502,"FOL"
20130424,673721,"FOL"
20130425,675221,"FOL"
20130426,676439,"FOL"
20130427,677470,"FOL"
20130428,678506,"FOL"
20130429,679450,"FOL"
20130430,681715,"FOL"
20130501,682376,"FOL"
20130502,683886,"FOL"
20130503,686057,"FOL"
20130504,688615,"FOL"
20130505,690231,"FOL"
20130506,691086,"FOL"
20130507,692512,"FOL"
20130508,695839,"FOL"
20130509,698033,"FOL"
20130510,699565,"FOL"
20130511,701862,"FOL"
20130512,704700,"FOL"
20130513,706842,"FOL"
20130514,709829,"FOL"
20130515,711178,"FOL"
20130516,712719,"FOL"
20130517,713972,"FOL"
20130518,716480,"FOL"
20130519,717159,"FOL"
20130520,718710,"FOL"
20130521,720262,"FOL"
20130522,720650,"FOL"
20130523,722298,"FOL"
20130524,723559,"FOL"
20130525,724819,"FOL"
20130526,725790,"FOL"
20130527,725985,"FOL"
20130528,727253,"FOL"
20130529,730571,"FOL"
20130530,732718,"FOL"
20130531,734377,"FOL"
20130601,734181,"FOL"
20130602,734377,"FOL"
20130603,733401,"FOL"
20130604,732913,"FOL"
20130605,732230,"FOL"
20130606,730083,"FOL"
20130607,727253,"FOL"
20130608,724819,"FOL"
20130609,723074,"FOL"
20130610,719583,"FOL"
20130611,716868,"FOL"
20130612,714453,"FOL"
20130613,711274,"FOL"
20130614,707998,"FOL"
20130615,705786,"FOL"
20130616,703297,"FOL"
20130617,700330,"FOL"
20130618,698129,"FOL"
20130619,694888,"FOL"
20130620,692987,"FOL"
20130621,690706,"FOL"
20130622,686623,"FOL"
20130623,683603,"FOL"
20130624,680016,"FOL"
20130625,677376,"FOL"
20130626,675783,"FOL"
20130627,673627,"FOL"
20130628,671565,"FOL"
20130629,668286,"FOL"
20130630,665028,"FOL"
20130701,659165,"FOL"
20130702,654637,"FOL"
20130703,649283,"FOL"
20130704,645064,"FOL"
20130705,639844,"FOL"
20130706,634655,"FOL"
20130707,629302,"FOL"
20130708,624333,"FOL"
20130709,619209,"FOL"
20130710,614995,"FOL"
20130711,610181,"FOL"
20130712,605110,"FOL"
20130713,600518,"FOL"
20130714,596724,"FOL"
20130715,591555,"FOL"
20130716,585877,"FOL"
20130717,580409,"FOL"
20130718,575488,"FOL"
20130719,571000,"FOL"
20130720,566309,"FOL"
20130721,562213,"FOL"
20130722,558569,"FOL"
20130723,555500,"FOL"
20130724,551394,"FOL"
20130725,547120,"FOL"
20130726,543525,"FOL"
20130727,540536,"FOL"
20130728,536383,"FOL"
20130729,532184,"FOL"
20130730,527824,"FOL"
20130731,524726,"FOL"
20130801,521546,"FOL"
20130802,518057,"FOL"
20130803,515229,"FOL"
20130804,512240,"FOL"
20130805,508794,"FOL"
20130806,505512,"FOL"
20130807,503037,"FOL"
20130808,500342,"FOL"
20130809,499549,"FOL"
20130810,495822,"FOL"
20130811,492602,"FOL"
20130812,488753,"FOL"
20130813,485401,"FOL"
20130814,482444,"FOL"
20130815,478416,"FOL"
20130816,475950,"FOL"
20130817,472560,"FOL"
20130818,469278,"FOL"
20130819,465920,"FOL"
20130820,462963,"FOL"
20130821,459336,"FOL"
20130822,455052,"FOL"
20130823,451087,"FOL"
20130824,448038,"FOL"
20130825,444410,"FOL"
20130826,441313,"FOL"
20130827,438311,"FOL"
20130828,436334,"FOL"
20130829,434220,"FOL"
20130830,431758,"FOL"
20130831,429368,"FOL"
20130901,426558,"FOL"
20130902,423765,"FOL"
20130903,420119,"FOL"
20130904,416862,"FOL"
20130905,413535,"FOL"
20130906,410805,"FOL"
20130907,408845,"FOL"
20130908,406536,"FOL"
20130909,404737,"FOL"
20130910,402523,"FOL"
20130911,400101,"FOL"
20130912,397566,"FOL"
20130913,395309,"FOL"
20130914,392915,"FOL"
20130915,390819,"FOL"
20130916,388386,"FOL"
20130917,385554,"FOL"
20130918,382883,"FOL"
20130919,379944,"FOL"
20130920,378750,"FOL"
20130921,377627,"FOL"
20130922,376307,"FOL"
20130923,374128,"FOL"
20130924,372547,"FOL"
20130925,370456,"FOL"
20130926,368236,"FOL"
20130927,366603,"FOL"
20130928,365178,"FOL"
20130929,363434,"FOL"
20130930,361108,"FOL"
20131001,358921,"FOL"
20131002,356685,"FOL"
20131003,354385,"FOL"
20131004,352541,"FOL"
20131005,350836,"FOL"
20131006,348940,"FOL"
20131007,346233,"FOL"
20131008,344109,"FOL"
20131009,342110,"FOL"
20131010,340120,"FOL"
20131011,337034,"FOL"
20131012,335738,"FOL"
20131013,334262,"FOL"
20131014,331335,"FOL"
20131015,329139,"FOL"
20131016,326903,"FOL"
20131017,324553,"FOL"
20131018,321909,"FOL"
20131019,319827,"FOL"
20131020,317625,"FOL"
20131021,315261,"FOL"
20131022,312792,"FOL"
20131023,310386,"FOL"
20131024,308006,"FOL"
20131025,305219,"FOL"
20131026,303611,"FOL"
20131027,301662,"FOL"
20131028,299028,"FOL"
20131029,296652,"FOL"
20131030,294332,"FOL"
20131031,291529,"FOL"
20131101,288793,"FOL"
20131102,286742,"FOL"
20131103,284813,"FOL"
20131104,282938,"FOL"
20131105,280701,"FOL"
20131106,278252,"FOL"
20131107,275926,"FOL"
20131108,273616,"FOL"
20131109,271257,"FOL"
20131110,269348,"FOL"
20131111,267227,"FOL"
20131112,265018,"FOL"
20131113,263763,"FOL"
20131114,261566,"FOL"
20131115,259444,"FOL"
20131116,257691,"FOL"
20131117,255632,"FOL"
20131118,253497,"FOL"
20131119,252226,"FOL"
20131120,251261,"FOL"
20131121,249902,"FOL"
20131122,248050,"FOL"
20131123,246798,"FOL"
20131124,245550,"FOL"
20131125,243725,"FOL"
20131126,242098,"FOL"
20131127,241259,"FOL"
20131128,239457,"FOL"
20131129,237300,"FOL"
20131130,235676,"FOL"
20131201,234385,"FOL"
20131202,232617,"FOL"
20131203,230903,"FOL"
20131204,229024,"FOL"
20131205,226817,"FOL"
20131206,224874,"FOL"
20131207,223628,"FOL"
20131208,223074,"FOL"
20131209,221286,"FOL"
20131210,219789,"FOL"
20131211,218247,"FOL"
20131212,216897,"FOL"
20131213,215427,"FOL"
20131214,213690,"FOL"
20131215,212104,"FOL"
20131216,211143,"FOL"
20131217,209220,"FOL"
20131218,207495,"FOL"
20131219,205868,"FOL"
20131220,204242,"FOL"
20131221,202942,"FOL"
20131222,201558,"FOL"
20131223,199639,"FOL"
20131224,197873,"FOL"
20131225,195703,"FOL"
20131226,193533,"FOL"
20131227,191769,"FOL"
20131228,190508,"FOL"
20131229,189563,"FOL"
20131230,188145,"FOL"
20131231,186829,"FOL"
20140101,184780,"FOL"
20140102,183100,"FOL"
20140103,181090,"FOL"
20140104,180109,"FOL"
20140105,178324,"FOL"
20140106,176396,"FOL"
20140107,175303,"FOL"
20140108,174720,"FOL"
20140109,173954,"FOL"
20140110,173553,"FOL"
20140111,173152,"FOL"
20140112,172792,"FOL"
20140113,172397,"FOL"
20140114,171931,"FOL"
20140115,171034,"FOL"
20140116,170244,"FOL"
20140117,169742,"FOL"
20140118,169455,"FOL"
20140119,169527,"FOL"
20140120,168817,"FOL"
20140121,168108,"FOL"
20140122,167363,"FOL"
20140123,166335,"FOL"
20140124,165455,"FOL"
20140125,165209,"FOL"
20140126,165700,"FOL"
20140127,165139,"FOL"
20140128,164439,"FOL"
20140129,163843,"FOL"
20140130,163108,"FOL"
20140131,163528,"FOL"
20140201,163668,"FOL"
20140202,164194,"FOL"
20140203,163808,"FOL"
20140204,163248,"FOL"
20140205,162652,"FOL"
20140206,162617,"FOL"
20140207,163143,"FOL"
20140208,166903,"FOL"
20140209,214581,"FOL"
20140210,250654,"FOL"
20140211,262874,"FOL"
20140212,269613,"FOL"
20140213,272488,"FOL"
20140214,275926,"FOL"
20140215,278905,"FOL"
20140216,281462,"FOL"
20140217,284316,"FOL"
20140218,285640,"FOL"
20140219,286632,"FOL"
20140220,287790,"FOL"
20140221,288793,"FOL"
20140222,290077,"FOL"
20140223,290077,"FOL"
20140224,291474,"FOL"
20140225,292200,"FOL"
20140226,293205,"FOL"
20140227,295916,"FOL"
20140228,304987,"FOL"
20140301,315966,"FOL"
20140302,321314,"FOL"
20140303,326842,"FOL"
20140304,336479,"FOL"
20140305,343985,"FOL"
20140306,354640,"FOL"
20140307,364532,"FOL"
20140308,371240,"FOL"
20140309,376043,"FOL"
20140310,380946,"FOL"
20140311,384352,"FOL"
20140312,387440,"FOL"
20140313,390954,"FOL"
20140314,394146,"FOL"
20140315,397156,"FOL"
20140316,398797,"FOL"
20140317,400309,"FOL"
20140318,400240,"FOL"
20140319,401416,"FOL"
20140320,402523,"FOL"
20140321,404668,"FOL"
20140322,405775,"FOL"
20140323,406467,"FOL"
20140324,407725,"FOL"
20140325,409265,"FOL"
20140326,411785,"FOL"
20140327,414171,"FOL"
20140328,416862,"FOL"
20140329,420260,"FOL"
20140330,430599,"FOL"
20140331,436041,"FOL"
20140401,445521,"FOL"
20140402,454004,"FOL"
20140403,458807,"FOL"
20140404,462963,"FOL"
20140405,467828,"FOL"
20140406,470575,"FOL"
20140407,474255,"FOL"
20140408,479880,"FOL"
20140409,485634,"FOL"
20140410,491581,"FOL"
20140411,496377,"FOL"
20140412,501293,"FOL"
20140413,505112,"FOL"
20140414,509674,"FOL"
20140415,513371,"FOL"
20140416,517330,"FOL"
20140417,520975,"FOL"
20140418,524074,"FOL"
20140419,527579,"FOL"
20140420,529386,"FOL"
20140421,531937,"FOL"
20140422,532678,"FOL"
20140423,532349,"FOL"
20140424,531855,"FOL"
20140425,534653,"FOL"
20140426,538127,"FOL"
20140427,540203,"FOL"
20140428,542363,"FOL"
20140429,543525,"FOL"
20140430,546617,"FOL"
20140501,550473,"FOL"
20140502,553072,"FOL"
20140503,555609,"FOL"
20140504,556793,"FOL"
20140505,559077,"FOL"
20140506,560345,"FOL"
20140507,561445,"FOL"
20140508,561360,"FOL"
20140509,563067,"FOL"
20140510,564432,"FOL"
20140511,565968,"FOL"
20140512,566906,"FOL"
20140513,568869,"FOL"
20140514,570065,"FOL"
20140515,571356,"FOL"
20140516,570409,"FOL"
20140517,568784,"FOL"
20140518,567930,"FOL"
20140519,566480,"FOL"
20140520,564859,"FOL"
20140521,562811,"FOL"
20140522,562299,"FOL"
20140523,561106,"FOL"
20140524,559753,"FOL"
20140525,558485,"FOL"
20140526,557301,"FOL"
20140527,555863,"FOL"
20140528,553495,"FOL"
20140529,551143,"FOL"
20140530,549886,"FOL"
20140531,547874,"FOL"
20140601,545863,"FOL"
20140602,544190,"FOL"
20140603,541366,"FOL"
20140604,538625,"FOL"
20140605,535888,"FOL"
20140606,533583,"FOL"
20140607,531444,"FOL"
20140608,529468,"FOL"
20140609,527661,"FOL"
20140610,525704,"FOL"
20140611,523340,"FOL"
20140612,521220,"FOL"
20140613,518461,"FOL"
20140614,515956,"FOL"
20140615,513452,"FOL"
20140616,511035,"FOL"
20140617,506793,"FOL"
20140618,502403,"FOL"
20140619,499628,"FOL"
20140620,496615,"FOL"
20140621,493544,"FOL"
20140622,490795,"FOL"
20140623,487890,"FOL"
20140624,485401,"FOL"
20140625,482133,"FOL"
20140626,479649,"FOL"
20140627,477568,"FOL"
20140628,475565,"FOL"
20140629,473408,"FOL"
20140630,470728,"FOL"
20140701,467981,"FOL"
20140702,465081,"FOL"
20140703,462283,"FOL"
20140704,459865,"FOL"
20140705,457598,"FOL"
20140706,455426,"FOL"
20140707,453107,"FOL"
20140708,450339,"FOL"
20140709,447816,"FOL"
20140710,445817,"FOL"
20140711,443374,"FOL"
20140712,441166,"FOL"
20140713,438750,"FOL"
20140714,436700,"FOL"
20140715,434510,"FOL"
20140716,431685,"FOL"
20140717,428933,"FOL"
20140718,426988,"FOL"
20140719,425269,"FOL"
20140720,423621,"FOL"
20140721,420971,"FOL"
20140722,419694,"FOL"
20140723,417853,"FOL"
20140724,416225,"FOL"
20140725,414596,"FOL"
20140726,413605,"FOL"
20140727,412555,"FOL"
20140728,410805,"FOL"
20140729,408565,"FOL"
20140730,406815,"FOL"
20140731,406397,"FOL"
20140801,406051,"FOL"
20140802,405429,"FOL"
20140803,403837,"FOL"
20140804,401969,"FOL"
20140805,400447,"FOL"
20140806,398934,"FOL"
20140807,398797,"FOL"
20140808,397908,"FOL"
20140809,396882,"FOL"
20140810,395241,"FOL"
20140811,394010,"FOL"
20140812,393599,"FOL"
20140813,392915,"FOL"
20140814,393257,"FOL"
20140815,393804,"FOL"
20140816,394830,"FOL"
20140817,394830,"FOL"
20140818,393394,"FOL"
20140819,392441,"FOL"
20140820,390954,"FOL"
20140821,388994,"FOL"
20140822,388183,"FOL"
20140823,386831,"FOL"
20140824,386291,"FOL"
20140825,385287,"FOL"
20140826,383751,"FOL"
20140827,383016,"FOL"
20140828,382615,"FOL"
20140829,382348,"FOL"
20140830,381547,"FOL"
20140831,381013,"FOL"
20140901,380879,"FOL"
20140902,381614,"FOL"
20140903,381013,"FOL"
20140904,380812,"FOL"
20140905,379477,"FOL"
20140906,378750,"FOL"
20140907,377429,"FOL"
